14244,29886,4510,brentwood,0.072681
5620,21869,1131,huntsville,0
8001,37463,501,burnsville,0
7959,23727,7318,brooksville,0.059208
14241,39875,6909,cincinnati,0
8043,37480,203,arlington,0.069843
14235,35419,5502,texarkana,0.075011
14228,39663,1559,st paul,0.079117
8047,37482,16081,hammond,0
8048,37483,877,slidell,0
14226,31198,22710,fairview park,0.06
8117,31239,310,midwest city,0.239252
7862,29456,430,culpeper,0.076108
7931,35813,1421,windsor,0
14214,38014,2200,tracy,0.0615
9170,1380698,1305,pensacola,0.074414
5998,30574,1840,decatur,0.087048
14205,25205,2400,dublin,0.078584
32,22264,2500,sherman,0.067219
5994,24881,3280,coral gables,0.055317
11723,39987,1676,rocky mount,0.065712
8010,37468,286,grayson,0.096645
73,22449,1320,union city,0
6016,39910,200,mission,0.0775
8171,37622,465,chillicothe,0.077
1007,26299,20111,germantown,0.08
6022,2445681,1787,schertz,0.059575
8874,37776,5729,fort worth,0.070206
511,24240,883,monterey park,0.083151
14182,36303,1680,saint augustine,0.066209
6036,4076579,1453,chicago,0.06154
548,24582,30164-30166,millsboro,0
516,24272,2077,manteca,0.053371
9544,23773,3625,montgomery,0
371,23753,6601,mobile,0
153,22744,4319,marianna,0
664,24995,747,macon,0
30,24757,4635,sebring,0
14163,36941,2082,chula vista,0.056765
27,22203,6541,palatka,0.061759
29,22235,7325,winter haven,0
6067,28588,1412,lancaster,0.066064
388,32360,12401,grand bay,0
9558,39919,7,alton,0
9711,39924,8710,chicago,0.062211
1039,26503,2845,battle creek,0
9723,3776967,2609,olympia fields,0.071497
796,25390,275,harrisburg,0
6591,35231,2740,santa ana,0.051813
885,25753,1001,hammond,0.074805
1121,26853,1010,flowood,0.067087
966,26070,694,thibodaux,0
502,24209,1416,inglewood,0.068333
595,24783,1424,sebastian,0.124953
705,25121,172,rome,0
14127,30963,1136-1146,hagerstown,0
542,24493,561,grand junction,0.07
878,25740,130,scottsburg,0.07605
11277,28936,863,columbia,0.056284
473,24054,210,forrest city,0
14126,29451,838,bedford,0
9856,3525903,700,wilmington,0
61,22398,27800,wesley chapel,0.0525
358,23695,220,hempstead,0
5007,29335,5920,amarillo,0.062856
14116,31898,582,twin falls,0.0656
8351,37636,215,xenia,0.072061
788,25359,4850,crestwood,0.053659
87,22503,770,south elgin,0.055846
5010,30225,1221,weslaco,0
5033,3456679,611,lewistown,0.0622
806,25436,112,rushville,0.065394
209,25866,2051,garden city,0.058529
9586,29286,805-815,dallas,0
5464,31907,22761,hampstead,0
5470,24310,56845,yucca valley,0.062497
588,24762,1299,oakland park,0.077488
10210,30230,4901,pasadena,0
14070,3230009,4625,deer park,0
18,22149,5240,spokane,0.06083
524,24320,10700,oakland,0.074
10072,3334561,2717,kenner,0.070738
524,24320,4660,sacramento,0
9809,39903,1000,apex,0.059343
5478,22419,1533,corpus christi,0.063926
1035,26493,4800,saginaw,0.059294
14066,28937,561,gallatin,0.06299
5540,3119737,7065,houston,0.065
14063,29168,1720,jourdanton,0.065298
5532,1820496,101,elizabeth city,0.054105
5572,2998521,739,houston,0.0625
5541,3090283,1441,tacoma,0.0504
10387,37753,9076,shreveport,0.066014
10393,25341,9198,chicago,0.050075
92,22516,800,elkhart,0
210,25866,2051,garden city,0.06
293,23451,1750,las vegas,0.067453
463,24028,5115,phoenix,0
444,23926,301,mesa,0
496,24174,2066,monterey,0.065013
55,22380,25567,hephzibah,0
976,26116,10000,minden,0.070099
8827,37728,7949,chicago,0.053429
1127,26896,1503,rolla,0.058505
1126,26895,13015,florissant,0.0525
168,22793,3723,port arthur,0.0685
993,26172,138,lafayette,0.057407
688,25065,640,macon,0.0908
557,24628,2611,west palm beach,0.059813
575,24698,6541,palatka,0.06812
962,26049,219,ruston,0.0525
506,24222,41501,palm desert,0.056088
5601,2321547,2737,portland,0.059448
431,23879,65,mobile,0
431,23879,12401,grand bay,0
431,23879,200,selma,0.066
6428,28275,1208,ponca city,0.052939
8859,37761,32,burgettstown,0.057326
5611,25137,181,riverdale,0
14020,38775,181,riverdale,0
1,21869,664,mobile,0
688,25065,1014,perry,0.053982
985,26148,760,ruston,0.097027
155,22755,6220,tampa,0.055006
5670,28718,1241,fairfax,0.070616
118,22641,4909,schnecksville,0.065
14010,37726,204,dodge city,0.074038
798,25401,1090,decatur,0.061485
10783,27683,4917,durham,0.056061
96,22523,9076,shreveport,0.073229
10847,39964,2678,oshkosh,0.057
1048,26537,46360,new baltimore,0
739,25205,2400,dublin,0
5669,28798,406,florence,0
166,22790,1720,jourdanton,0.0641
8842,37744,4775,milwaukee,0.092542
14001,29674,300,east wenatchee,0.059
5722,22883,38454,palmdale,0.057504
5721,25148,501,fairburn-palmetto,0.0565
913,25891,501,leavenworth,0.096096
5726,23289,722,tustin,0.0519
110,22612,9272,kenly,0.0608
11250,35346,1211,jacksonville,0.067035
690,25071,14,cartersville,0.073674
1240,27691,5815,four oaks,0.069943
9494,35489,2349,wadesboro,0.079121
6148,2431511,301,philadelphia,0.053059
2405,22265,1787,schertz,0.057252
612,24821,1117,saint petersburg,0.07042
11348,28360,5933,philadelphia,0.06
6159,30400,481,plano,0.060319
1226,27815,3943,raleigh,0.074663
43,24320,3814,oakland,0.047657
613,24834,118,perry,0.0808
111,22615,413,toledo,0.062009
572,24625,2655,hollywood,0.065006
71,22446,2955,tracy,0.057452
114,22629,215,claremore,0.0615
6200,29107,3050,beaumont,0.068004
350,23673,4101,west valley city,0.056716
559,24649,5902-5904,brandenton,0
196,22894,10502,laredo,0.0625
526,24346,425,tracy,0.081667
521,24287,4207,modesto,0.06399
1207,27327,2800,los lunas,0.0585
5039,2167872,2494,macon,0.065
224,27839,924,greensboro,0.057275
213,23013,2809,new orleans,0.0589
8271,29353,7831,san antonio,0.061
72,22447,3300,oceanside,0.0666
13881,30179,6010,dallas,0.1343
159,22776,209,sherman,0.061485
180,22849,5331,grand rapids,0.081932
6451,28829,526,sumter,0.065999
6724,35348,10655,manassas,0
171,25201,130,carrollton,0.061
5076,2114530,2800,tulsa,0.057696
161,22781,1006,donna,0.0615
8229,31898,582,twin falls,0.065
1025,26481,28425,livonia,0.081362
486,24103,404,pocahontas,0.067486
1093,26750,396,dundas,0.077
144,22721,9041,downey,0.051705
1112,26824,1325,holly springs (mount pleasant),0.05757
672,25018,1260,roswell,0.05428
1144,26971,19403,independence,0
342,23648,94-96,roaring spring,0.097715
314,23551,2860,zapata,0.0618
13845,3230009,1533,corpus christi,0.05764
667,25000,14,cartersville,0.075
